m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2259"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3196"
"2012-11-01 00:00:00","c#","12230"
"2012-11-01 00:00:00","c++","6271"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13611"
"2012-11-01 00:00:00","javascript","12348"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11783"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2565"
"2012-12-01 00:00:00","c#","10955"
"2012-12-01 00:00:00","c++","5683"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","java","12421"
"2012-12-01 00:00:00","javascript","11747"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11071"
"2012-12-01 00:00:00","python","5755"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1904"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2906"
"2013-01-01 00:00:00","c#","12758"
"2013-01-01 00:00:00","c++","6039"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13714"
"2013-01-01 00:00:00","javascript","13795"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12874"
"2013-01-01 00:00:00","python","6567"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","ruby","2307"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","c#","12484"
"2013-02-01 00:00:00","c++","6066"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13697"
"2013-02-01 00:00:00","javascript","13622"
"2013-02-01 00:00:00","perl","747"
"2013-02-01 00:00:00","php","12559"
"2013-02-01 00:00:00","python","6723"
"2013-02-01 00:00:00","r","1658"
"2013-02-01 00:00:00","ruby","2219"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","c","3441"
"2013-03-01 00:00:00","c#","14231"
"2013-03-01 00:00:00","c++","7184"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15906"
"2013-03-01 00:00:00","javascript","15291"
"2013-03-01 00:00:00","perl","851"
"2013-03-01 00:00:00","php","14127"
"2013-03-01 00:00:00","python","7618"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2559"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3524"
"2013-04-01 00:00:00","c#","13881"
"2013-04-01 00:00:00","c++","7122"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16224"
"2013-04-01 00:00:00","javascript","15320"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13426"
"2013-04-01 00:00:00","python","7929"
"2013-04-01 00:00:00","r","1836"
"2013-04-01 00:00:00","ruby","2460"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","302"
"2013-05-01 00:00:00","c","3195"
"2013-05-01 00:00:00","c#","13464"
"2013-05-01 00:00:00","c++","6838"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15278"
"2013-05-01 00:00:00","javascript","15046"
"2013-05-01 00:00:00","perl","904"
"2013-05-01 00:00:00","php","13108"
"2013-05-01 00:00:00","python","7804"
"2013-05-01 00:00:00","r","1782"
"2013-05-01 00:00:00","ruby","2341"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","296"
"2013-06-01 00:00:00","c","2939"
"2013-06-01 00:00:00","c#","12789"
"2013-06-01 00:00:00","c++","6189"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","java","13942"
"2013-06-01 00:00:00","javascript","14616"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12741"
"2013-06-01 00:00:00","python","7600"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2224"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","c","3016"
"2013-07-01 00:00:00","c#","14178"
"2013-07-01 00:00:00","c++","6576"
"2013-07-01 00:00:00","delphi","507"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15196"
"2013-07-01 00:00:00","javascript","16816"
"2013-07-01 00:00:00","perl","955"
"2013-07-01 00:00:00","php","14342"
"2013-07-01 00:00:00","python","8611"
"2013-07-01 00:00:00","r","1970"
"2013-07-01 00:00:00","ruby","2442"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3009"
"2013-08-01 00:00:00","c#","13854"
"2013-08-01 00:00:00","c++","6249"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15075"
"2013-08-01 00:00:00","javascript","16845"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","php","14351"
"2013-08-01 00:00:00","python","7938"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","ruby","2481"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","289"
"2013-09-01 00:00:00","c","3397"
"2013-09-01 00:00:00","c#","13766"
"2013-09-01 00:00:00","c++","6555"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16282"
"2013-09-01 00:00:00","javascript","17723"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14292"
"2013-09-01 00:00:00","python","7968"
"2013-09-01 00:00:00","r","1713"
"2013-09-01 00:00:00","ruby","2393"
"2013-09-01 00:00:00","swift","10"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c","4240"
"2013-10-01 00:00:00","c#","15210"
"2013-10-01 00:00:00","c++","7976"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18737"
"2013-10-01 00:00:00","javascript","19754"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","php","15369"
"2013-10-01 00:00:00","python","9488"
"2013-10-01 00:00:00","r","2090"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c","4289"
"2013-11-01 00:00:00","c#","14594"
"2013-11-01 00:00:00","c++","8134"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18778"
"2013-11-01 00:00:00","javascript","18512"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","php","14942"
"2013-11-01 00:00:00","python","9493"
"2013-11-01 00:00:00","r","2190"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3501"
"2013-12-01 00:00:00","c#","13637"
"2013-12-01 00:00:00","c++","7014"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17460"
"2013-12-01 00:00:00","javascript","18037"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14478"
"2013-12-01 00:00:00","python","8460"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2447"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","339"
"2014-01-01 00:00:00","c","3735"
"2014-01-01 00:00:00","c#","15340"
"2014-01-01 00:00:00","c++","7694"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","302"
"2014-01-01 00:00:00","java","18691"
"2014-01-01 00:00:00","javascript","21130"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","php","16848"
"2014-01-01 00:00:00","python","9844"
"2014-01-01 00:00:00","r","2352"
"2014-01-01 00:00:00","ruby","2766"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3974"
"2014-02-01 00:00:00","c#","15122"
"2014-02-01 00:00:00","c++","7677"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","java","19263"
"2014-02-01 00:00:00","javascript","21172"
"2014-02-01 00:00:00","perl","795"
"2014-02-01 00:00:00","php","16592"
"2014-02-01 00:00:00","python","9897"
"2014-02-01 00:00:00","r","2619"
"2014-02-01 00:00:00","ruby","2607"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c","4563"
"2014-03-01 00:00:00","c#","16174"
"2014-03-01 00:00:00","c++","8668"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21989"
"2014-03-01 00:00:00","javascript","22665"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18387"
"2014-03-01 00:00:00","python","11424"
"2014-03-01 00:00:00","r","2811"
"2014-03-01 00:00:00","ruby","2948"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","c","4014"
"2014-04-01 00:00:00","c#","15335"
"2014-04-01 00:00:00","c++","8141"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20912"
"2014-04-01 00:00:00","javascript","21457"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","php","17759"
"2014-04-01 00:00:00","python","10775"
"2014-04-01 00:00:00","r","2736"
"2014-04-01 00:00:00","ruby","2746"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","330"
"2014-05-01 00:00:00","c","3263"
"2014-05-01 00:00:00","c#","13915"
"2014-05-01 00:00:00","c++","6783"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17980"
"2014-05-01 00:00:00","javascript","19808"
"2014-05-01 00:00:00","perl","796"
"2014-05-01 00:00:00","php","14800"
"2014-05-01 00:00:00","python","9245"
"2014-05-01 00:00:00","r","2584"
"2014-05-01 00:00:00","ruby","2679"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","270"
"2014-06-01 00:00:00","c","2774"
"2014-06-01 00:00:00","c#","12508"
"2014-06-01 00:00:00","c++","5674"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15929"
"2014-06-01 00:00:00","javascript","18310"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","13061"
"2014-06-01 00:00:00","python","8917"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2337"
"2014-06-01 00:00:00","swift","2407"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","c","2837"
"2014-07-01 00:00:00","c#","13697"
"2014-07-01 00:00:00","c++","6270"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17388"
"2014-07-01 00:00:00","javascript","20146"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14318"
"2014-07-01 00:00:00","python","9916"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2562"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","assembly","182"
"2014-08-01 00:00:00","c","2677"
"2014-08-01 00:00:00","c#","12495"
"2014-08-01 00:00:00","c++","5880"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15742"
"2014-08-01 00:00:00","javascript","18457"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13222"
"2014-08-01 00:00:00","python","9116"
"2014-08-01 00:00:00","r","2476"
"2014-08-01 00:00:00","ruby","2467"
"2014-08-01 00:00:00","swift","1699"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3234"
"2014-09-01 00:00:00","c#","12321"
"2014-09-01 00:00:00","c++","6190"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16707"
"2014-09-01 00:00:00","javascript","18135"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13384"
"2014-09-01 00:00:00","python","8775"
"2014-09-01 00:00:00","r","2365"
"2014-09-01 00:00:00","ruby","2276"
"2014-09-01 00:00:00","swift","1902"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3804"
"2014-10-01 00:00:00","c#","12555"
"2014-10-01 00:00:00","c++","6837"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17904"
"2014-10-01 00:00:00","javascript","18923"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13634"
"2014-10-01 00:00:00","python","9582"
"2014-10-01 00:00:00","r","2779"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2465"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3669"
"2014-11-01 00:00:00","c#","11873"
"2014-11-01 00:00:00","c++","6555"
"2014-11-01 00:00:00","delphi","428"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17850"
"2014-11-01 00:00:00","javascript","17977"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13055"
"2014-11-01 00:00:00","python","9570"
"2014-11-01 00:00:00","r","2706"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","swift","2561"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c","3153"
"2014-12-01 00:00:00","c#","11083"
"2014-12-01 00:00:00","c++","6081"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16379"
"2014-12-01 00:00:00","javascript","16993"
"2014-12-01 00:00:00","perl","566"
"2014-12-01 00:00:00","php","12359"
"2014-12-01 00:00:00","python","9043"
"2014-12-01 00:00:00","r","2360"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2488"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3210"
"2015-01-01 00:00:00","c#","11746"
"2015-01-01 00:00:00","c++","6128"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","java","16543"
"2015-01-01 00:00:00","javascript","18543"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","php","13641"
"2015-01-01 00:00:00","python","9681"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2429"
"2015-01-01 00:00:00","swift","3050"
"2015-02-01 00:00:00","assembly","358"
"2015-02-01 00:00:00","c","3364"
"2015-02-01 00:00:00","c#","11789"
"2015-02-01 00:00:00","c++","6472"
"2015-02-01 00:00:00","delphi","415"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16758"
"2015-02-01 00:00:00","javascript","18671"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13540"
"2015-02-01 00:00:00","python","10200"
"2015-02-01 00:00:00","r","2972"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3236"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13274"
"2015-03-01 00:00:00","c++","7392"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19771"
"2015-03-01 00:00:00","javascript","20548"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","php","14947"
"2015-03-01 00:00:00","python","11607"
"2015-03-01 00:00:00","r","3565"
"2015-03-01 00:00:00","ruby","2461"
"2015-03-01 00:00:00","swift","3600"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","c#","13094"
"2015-04-01 00:00:00","c++","7145"
"2015-04-01 00:00:00","delphi","389"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19825"
"2015-04-01 00:00:00","javascript","20912"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","php","14992"
"2015-04-01 00:00:00","python","11454"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4021"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3522"
"2015-05-01 00:00:00","c#","13362"
"2015-05-01 00:00:00","c++","6817"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18554"
"2015-05-01 00:00:00","javascript","22161"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","php","14609"
"2015-05-01 00:00:00","python","11221"
"2015-05-01 00:00:00","r","3428"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3802"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3170"
"2015-06-01 00:00:00","c#","13537"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17859"
"2015-06-01 00:00:00","javascript","22624"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14393"
"2015-06-01 00:00:00","python","11816"
"2015-06-01 00:00:00","r","3431"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4326"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2814"
"2015-07-01 00:00:00","c#","14125"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","467"
"2015-07-01 00:00:00","java","18704"
"2015-07-01 00:00:00","javascript","23981"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15401"
"2015-07-01 00:00:00","python","12325"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","swift","5148"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13229"
"2015-08-01 00:00:00","c++","5872"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17104"
"2015-08-01 00:00:00","javascript","22170"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","php","14274"
"2015-08-01 00:00:00","python","11228"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","swift","5091"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3084"
"2015-09-01 00:00:00","c#","12922"
"2015-09-01 00:00:00","c++","5913"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","423"
"2015-09-01 00:00:00","java","16952"
"2015-09-01 00:00:00","javascript","21406"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13531"
"2015-09-01 00:00:00","python","10970"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2163"
"2015-09-01 00:00:00","swift","4554"
"2015-10-01 00:00:00","assembly","431"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12799"
"2015-10-01 00:00:00","c++","7050"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","java","18553"
"2015-10-01 00:00:00","javascript","21838"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13942"
"2015-10-01 00:00:00","python","12487"
"2015-10-01 00:00:00","r","3681"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4303"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3614"
"2015-11-01 00:00:00","c#","12387"
"2015-11-01 00:00:00","c++","7086"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","java","17790"
"2015-11-01 00:00:00","javascript","21284"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13349"
"2015-11-01 00:00:00","python","12297"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","ruby","1957"
"2015-11-01 00:00:00","swift","4319"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3087"
"2015-12-01 00:00:00","c#","12149"
"2015-12-01 00:00:00","c++","6563"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","420"
"2015-12-01 00:00:00","java","16568"
"2015-12-01 00:00:00","javascript","21090"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13778"
"2015-12-01 00:00:00","python","11659"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4376"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3047"
"2016-01-01 00:00:00","c#","12367"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","495"
"2016-01-01 00:00:00","java","16641"
"2016-01-01 00:00:00","javascript","22528"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14607"
"2016-01-01 00:00:00","python","12354"
"2016-01-01 00:00:00","r","3539"
"2016-01-01 00:00:00","ruby","2144"
"2016-01-01 00:00:00","swift","4788"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","c#","12741"
"2016-02-01 00:00:00","c++","6558"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17854"
"2016-02-01 00:00:00","javascript","22482"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14938"
"2016-02-01 00:00:00","python","13252"
"2016-02-01 00:00:00","r","3593"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4752"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3448"
"2016-03-01 00:00:00","c#","13609"
"2016-03-01 00:00:00","c++","7022"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","java","19910"
"2016-03-01 00:00:00","javascript","24103"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","php","15155"
"2016-03-01 00:00:00","python","14063"
"2016-03-01 00:00:00","r","4045"
"2016-03-01 00:00:00","ruby","2260"
"2016-03-01 00:00:00","swift","5077"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3360"
"2016-04-01 00:00:00","c#","13718"
"2016-04-01 00:00:00","c++","6894"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","java","19489"
"2016-04-01 00:00:00","javascript","23467"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14492"
"2016-04-01 00:00:00","python","13664"
"2016-04-01 00:00:00","r","4128"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4757"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2722"
"2016-05-01 00:00:00","c#","13495"
"2016-05-01 00:00:00","c++","6138"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17043"
"2016-05-01 00:00:00","javascript","23012"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14470"
"2016-05-01 00:00:00","python","13110"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4426"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13066"
"2016-06-01 00:00:00","c++","5718"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15923"
"2016-06-01 00:00:00","javascript","22149"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","php","13645"
"2016-06-01 00:00:00","python","12910"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","ruby","2112"
"2016-06-01 00:00:00","swift","4796"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","12004"
"2016-07-01 00:00:00","c++","5470"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14949"
"2016-07-01 00:00:00","javascript","22210"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","php","12938"
"2016-07-01 00:00:00","python","12827"
"2016-07-01 00:00:00","r","3743"
"2016-07-01 00:00:00","ruby","1901"
"2016-07-01 00:00:00","swift","4937"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12721"
"2016-08-01 00:00:00","c++","5016"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","573"
"2016-08-01 00:00:00","java","15183"
"2016-08-01 00:00:00","javascript","22670"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12889"
"2016-08-01 00:00:00","python","12917"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","swift","4906"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","c#","11108"
"2016-09-01 00:00:00","c++","5143"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","java","14682"
"2016-09-01 00:00:00","javascript","20457"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12152"
"2016-09-01 00:00:00","python","12338"
"2016-09-01 00:00:00","r","3298"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4869"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3208"
"2016-10-01 00:00:00","c#","11454"
"2016-10-01 00:00:00","c++","5973"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","java","15334"
"2016-10-01 00:00:00","javascript","20449"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12278"
"2016-10-01 00:00:00","python","13502"
"2016-10-01 00:00:00","r","3787"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4730"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3266"
"2016-11-01 00:00:00","c#","11653"
"2016-11-01 00:00:00","c++","6085"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
